"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual"
"1",0.472408055677926,0.45042505799784,160.888299362616,21.4897013843505,0.000104867271025779,2,-167.950315280488,341.900630560976,345.67492017504,621241.076923077,24
