"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.609990008322753,0.598685370882833,23.1866336718226,53.9592721628283,7.80032685740648e-15,2,-326.968898673806,661.937797347612,671.044461823676,37095.7786911596,69,72
