"","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"1","(Intercept)",131.769230769231,44.6223856133934,2.95298489665869,0.00693725183832673,39.673153285337,223.865308253124
"2","MHY",292.538461538462,63.105582919903,4.63569858644309,0.000104867271025779,162.294939719376,422.781983357548
