"Genus.species","Site","Treatment","Carrion","Exclusion","Date","Rounded.date","Cover","DormancyClass","Time.since"
"Asclepias verticillata","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PD",6
"Glandularia bipinnatifida","GG","CH","Low","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Panicum sp","GG","CH","Low","Herbivore","2019-05-06","2019-05-05",0.19,"PD",21
"Hedeoma drummondii","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,NA,6
"Chamaesyce sp","GG","CH","Low","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Oxalis sp","GG","CH","Low","Herbivore","2019-05-06","2019-05-05",0,"ND",21
"Sisyrinchium sp","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PD",6
"Dalea purpurea","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PY",6
"Erigeron sp","GG","CH","Low","Herbivore","2019-05-06","2019-05-05",0,"ND",21
"Dyschoriste linearis","GG","CH","Low","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Agalinis heterophylla","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PD",6
"Lamiaceae sp","GG","CH","Low","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Gaura suffulta","GG","CH","Low","Herbivore","2019-05-06","2019-05-05",0.13,"PD",21
"Trifolium sp","WP","CO","Low","Open","2019-05-06","2019-05-05",0,"PY",21
"Thelesperma filifolium","DF","MO","High","Open","2019-06-02","2019-06-02",0.56,NA,48
"Allium sp","OS","CH","Low","Herbivore","2019-07-21","2019-07-21",0,"PD",97
"Sabatia campestris","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PD",6
"Sporobolus compositus","WP","CO","Low","Open","2019-05-06","2019-05-05",0,"PD",21
"Aristida purpurea_Aristida purpurascens","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Opuntia sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0.06,"PD",21
"Verbena halei","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PD",6
"Apiaceae sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Eragrostis curtipedicellata","OS","MS","High","Scavenger","2019-06-02","2019-06-02",0,"PD",48
"Lesquerella sp","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PD",6
"Lesquerella sp","OS","MS","High","Scavenger","2019-06-02","2019-06-02",0,"PD",48
"Erioneuron pilosum","OS","MS","High","Scavenger","2019-06-02","2019-06-02",0,NA,48
"Houstonia pusilla","WP","CO","Low","Open","2019-05-06","2019-05-05",0,"PD",21
"Bothriochloa laguroides","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PD",6
"Glandularia bipinnatifida","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PD",6
"Linum pratense","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Stylosanthes biflora","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PY",6
"Chamaesyce sp","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,NA,6
"Pyrrhopappus carolinianus","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Packera obovata","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"ND",6
"Bothriochloa saccharoides","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PD",6
"Erigeron sp","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"ND",6
"Paronychia jamesii","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Cassia marilandica","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,"PY",6
"Lamiaceae sp","WP","MS","High","Scavenger","2019-04-21","2019-04-21",0,NA,6
"Evax verna","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Trifolium sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PY",21
"Thelesperma filifolium","OS","MS","High","Scavenger","2019-06-02","2019-06-02",0.06,NA,48
"Lobelia sp","OS","CH","Low","Herbivore","2019-07-21","2019-07-21",0,"PD",97
"Bryophyta sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Sporobolus compositus","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Setaria sp","WP","CO","Low","Open","2019-05-06","2019-05-05",0,"PD",21
"Solidago sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Tragia ramosa","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,NA,6
"Linum rigidum","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Apiaceae sp","OS","CO","Low","Open","2019-06-02","2019-06-02",0.19,"PD",48
"Eryngium leavenworthii","WP","CO","Low","Open","2019-05-06","2019-05-05",0,"PD",21
"Lesquerella sp","WP","CO","Low","Open","2019-05-06","2019-05-05",0,"PD",21
"Gaura villosa","OS","CO","Low","Open","2019-06-02","2019-06-02",0,"PD",48
"Erioneuron pilosum","OS","CH","Low","Herbivore","2019-07-21","2019-07-21",0,NA,97
"Bothriochloa ischaemum","WP","CO","Low","Open","2019-05-06","2019-05-05",0,"PD",21
"Lolium perenne","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Phyllanthus polygonoides","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Castilleja sp","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0.06,"PD",6
"Eriogonum longifolium","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Cirsium texanum","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Asclepias asperula","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"ND",6
"Sida sp","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Croton sp","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Krameria lanceolata","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Helianthus hirsutus","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Engelmannia peristenia","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Andropogon sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Trifolium sp","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Thelesperma filifolium","WP","CO","Low","Open","2019-05-06","2019-05-05",0,NA,21
"Lobelia sp","DF","CH","Low","Herbivore","2019-06-02","2019-06-02",0,"PD",48
"Vicia sp","OS","CO","Low","Open","2019-06-02","2019-06-02",0,"PY",48
"Sabatia campestris","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Ambrosia psilostachya","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Aristida purpurea_Aristida purpurascens","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0.06,NA,21
"Hymenopappus tenuifolius","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Linum rigidum","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Apiaceae sp","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0.13,"PD",21
"Scutellaria ovata","OS","CO","Low","Open","2019-06-02","2019-06-02",0,"PD",48
"Lesquerella sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Convolvulus equitans","OS","CO","Low","Open","2019-06-02","2019-06-02",0,"PY",48
"Erioneuron pilosum","DF","CH","Low","Herbivore","2019-06-02","2019-06-02",0,NA,48
"Nassella leucotricha","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Asclepias verticillata","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Glandularia bipinnatifida","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Panicum sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Hedeoma drummondii","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0.06,NA,6
"Chamaesyce sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Oxalis sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"ND",21
"Sisyrinchium sp","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Dalea purpurea","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Erigeron sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"ND",21
"Dyschoriste linearis","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Agalinis heterophylla","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Lamiaceae sp","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Gaura suffulta","GG","CS","Low","Scavenger","2019-05-06","2019-05-05",0.06,"PD",21
"Trifolium sp","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PY",21
"Thelesperma filifolium","DF","CH","Low","Herbivore","2019-06-02","2019-06-02",0.06,NA,48
"Allium sp","OS","MS","High","Scavenger","2019-07-21","2019-07-21",0,"PD",97
"Sabatia campestris","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Sporobolus compositus","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Aristida purpurea_Aristida purpurascens","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0.06,NA,21
"Opuntia sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Verbena halei","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Apiaceae sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Eragrostis curtipedicellata","OS","CO","Low","Open","2019-06-02","2019-06-02",0,"PD",48
"Lesquerella sp","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Lesquerella sp","OS","CO","Low","Open","2019-06-02","2019-06-02",0,"PD",48
"Erioneuron pilosum","OS","CO","Low","Open","2019-06-02","2019-06-02",0,NA,48
"Houstonia pusilla","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Bothriochloa laguroides","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Glandularia bipinnatifida","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Linum pratense","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Stylosanthes biflora","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Chamaesyce sp","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,NA,6
"Pyrrhopappus carolinianus","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Packera obovata","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"ND",6
"Bothriochloa saccharoides","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Erigeron sp","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"ND",6
"Paronychia jamesii","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Cassia marilandica","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Lamiaceae sp","WP","CH","Low","Herbivore","2019-04-21","2019-04-21",0,NA,6
"Evax verna","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Trifolium sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PY",21
"Thelesperma filifolium","OS","CO","Low","Open","2019-06-02","2019-06-02",0,NA,48
"Lobelia sp","OS","MS","High","Scavenger","2019-07-21","2019-07-21",0,"PD",97
"Bryophyta sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Sporobolus compositus","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Setaria sp","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Solidago sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Tragia ramosa","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0.06,NA,6
"Linum rigidum","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Apiaceae sp","OS","MO","High","Open","2019-06-02","2019-06-02",0,"PD",48
"Eryngium leavenworthii","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Lesquerella sp","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Gaura villosa","OS","MO","High","Open","2019-06-02","2019-06-02",0,"PD",48
"Erioneuron pilosum","OS","MS","High","Scavenger","2019-07-21","2019-07-21",0,NA,97
"Bothriochloa ischaemum","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Lolium perenne","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Phyllanthus polygonoides","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Castilleja sp","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0.06,"PD",6
"Eriogonum longifolium","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Cirsium texanum","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Asclepias asperula","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"ND",6
"Sida sp","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Croton sp","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Krameria lanceolata","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Helianthus hirsutus","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Engelmannia peristenia","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Andropogon sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Trifolium sp","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Thelesperma filifolium","WP","CS","Low","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Lobelia sp","DF","CO","Low","Open","2019-06-02","2019-06-02",0,"PD",48
"Vicia sp","OS","MO","High","Open","2019-06-02","2019-06-02",0,"PY",48
"Sabatia campestris","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Ambrosia psilostachya","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Aristida purpurea_Aristida purpurascens","WP","MO","High","Open","2019-05-06","2019-05-05",0,NA,21
"Hymenopappus tenuifolius","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Linum rigidum","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Apiaceae sp","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Scutellaria ovata","OS","MO","High","Open","2019-06-02","2019-06-02",0,"PD",48
"Lesquerella sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Convolvulus equitans","OS","MO","High","Open","2019-06-02","2019-06-02",0,"PY",48
"Erioneuron pilosum","DF","CO","Low","Open","2019-06-02","2019-06-02",0,NA,48
"Nassella leucotricha","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Asclepias verticillata","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Glandularia bipinnatifida","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Panicum sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Hedeoma drummondii","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,NA,6
"Chamaesyce sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Oxalis sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"ND",21
"Sisyrinchium sp","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Dalea purpurea","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Erigeron sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"ND",21
"Dyschoriste linearis","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Agalinis heterophylla","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Lamiaceae sp","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,NA,21
"Gaura suffulta","GG","MS","High","Scavenger","2019-05-06","2019-05-05",0,"PD",21
"Trifolium sp","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PY",21
"Thelesperma filifolium","DF","CO","Low","Open","2019-06-02","2019-06-02",0,NA,48
"Allium sp","OS","CO","Low","Open","2019-07-21","2019-07-21",0,"PD",97
"Sabatia campestris","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Sporobolus compositus","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Aristida purpurea_Aristida purpurascens","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Opuntia sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0.06,"PD",21
"Verbena halei","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Apiaceae sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Eragrostis curtipedicellata","OS","MO","High","Open","2019-06-02","2019-06-02",0,"PD",48
"Lesquerella sp","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Lesquerella sp","OS","MO","High","Open","2019-06-02","2019-06-02",0,"PD",48
"Erioneuron pilosum","OS","MO","High","Open","2019-06-02","2019-06-02",0,NA,48
"Houstonia pusilla","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Bothriochloa laguroides","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Glandularia bipinnatifida","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Linum pratense","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Stylosanthes biflora","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Chamaesyce sp","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,NA,6
"Pyrrhopappus carolinianus","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Packera obovata","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"ND",6
"Bothriochloa saccharoides","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PD",6
"Erigeron sp","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"ND",6
"Paronychia jamesii","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Cassia marilandica","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,"PY",6
"Lamiaceae sp","WP","MH","High","Herbivore","2019-04-21","2019-04-21",0,NA,6
"Evax verna","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Trifolium sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PY",21
"Thelesperma filifolium","OS","MO","High","Open","2019-06-02","2019-06-02",0.13,NA,48
"Lobelia sp","OS","CO","Low","Open","2019-07-21","2019-07-21",0,"PD",97
"Bryophyta sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Sporobolus compositus","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Setaria sp","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Solidago sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Tragia ramosa","WP","CO","Low","Open","2019-04-21","2019-04-21",0,NA,6
"Linum rigidum","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Apiaceae sp","OS","MH","High","Herbivore","2019-06-02","2019-06-02",0.13,"PD",48
"Eryngium leavenworthii","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Lesquerella sp","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Gaura villosa","OS","MH","High","Herbivore","2019-06-02","2019-06-02",0,"PD",48
"Erioneuron pilosum","OS","CO","Low","Open","2019-07-21","2019-07-21",0,NA,97
"Bothriochloa ischaemum","WP","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Lolium perenne","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Phyllanthus polygonoides","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Castilleja sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Eriogonum longifolium","WP","CO","Low","Open","2019-04-21","2019-04-21",0.06,"PD",6
"Cirsium texanum","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Asclepias asperula","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"ND",6
"Sida sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PY",6
"Croton sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Krameria lanceolata","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Helianthus hirsutus","WP","CO","Low","Open","2019-04-21","2019-04-21",0.06,"PD",6
"Engelmannia peristenia","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Andropogon sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Trifolium sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PY",6
"Lobelia sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Allium sp","OS","MH","High","Herbivore","2019-06-02","2019-06-02",0,"PD",48
"Bryophyta sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,NA,6
"Sabatia campestris","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Ambrosia psilostachya","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0,"PD",7
"Aristida purpurea_Aristida purpurascens","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0,NA,7
"Hymenopappus tenuifolius","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Linum rigidum","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Eragrostis curtipedicellata","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Eryngium leavenworthii","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Lesquerella sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Gaura villosa","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0.13,"PD",7
"Erioneuron pilosum","WP","MS","High","Scavenger","2019-06-02","2019-06-02",0,NA,48
"Bothriochloa ischaemum","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Asclepias verticillata","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Glandularia bipinnatifida","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Panicum sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Hedeoma drummondii","WP","CO","Low","Open","2019-04-21","2019-04-21",0,NA,6
"Chamaesyce sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Oxalis sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"ND",21
"Sisyrinchium sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Dalea purpurea","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PY",6
"Erigeron sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"ND",21
"Dyschoriste linearis","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Agalinis heterophylla","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Lamiaceae sp","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,NA,21
"Gaura suffulta","GG","MH","High","Herbivore","2019-05-06","2019-05-05",0,"PD",21
"Trifolium sp","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0,"PY",7
"Thelesperma filifolium","WP","MS","High","Scavenger","2019-06-02","2019-06-02",0.25,NA,48
"Allium sp","OS","MO","High","Open","2019-07-21","2019-07-21",0,"PD",97
"Sabatia campestris","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Ambrosia psilostachya","GG","MO","High","Open","2019-05-06","2019-05-05",0.31,"PD",21
"Aristida purpurea_Aristida purpurascens","GG","MO","High","Open","2019-05-06","2019-05-05",0,NA,21
"Hymenopappus tenuifolius","WP","CO","Low","Open","2019-04-21","2019-04-21",0,NA,6
"Verbena halei","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Apiaceae sp","GG","MO","High","Open","2019-05-06","2019-05-05",0.13,"PD",21
"Scutellaria ovata","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0.13,"PD",7
"Lesquerella sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Convolvulus equitans","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0,"PY",7
"Erioneuron pilosum","OS","MH","High","Herbivore","2019-06-02","2019-06-02",0,NA,48
"Nassella leucotricha","GG","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Bothriochloa laguroides","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Glandularia bipinnatifida","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Panicum sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Stylosanthes biflora","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PY",6
"Chamaesyce sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,NA,6
"Oxalis sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"ND",6
"Packera obovata","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"ND",6
"Bothriochloa saccharoides","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Erigeron sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"ND",6
"Dyschoriste linearis","WP","CO","Low","Open","2019-04-21","2019-04-21",0,NA,6
"Cassia marilandica","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PY",6
"Lamiaceae sp","WP","CO","Low","Open","2019-04-21","2019-04-21",0,NA,6
"Gaura suffulta","WP","CO","Low","Open","2019-04-21","2019-04-21",0,"PD",6
"Trifolium sp","GG","MO","High","Open","2019-05-06","2019-05-05",0,"PY",21
"Lobelia sp","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0,"PD",7
"Allium sp","WP","CH","Low","Herbivore","2019-06-02","2019-06-02",0,"PD",48
"Bryophyta sp","GG","MO","High","Open","2019-05-06","2019-05-05",0,NA,21
"Sporobolus compositus","GG","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Aristida purpurea_Aristida purpurascens","WP","CS","Low","Scavenger","2019-04-21","2019-04-21",0,NA,6
"Solidago sp","GG","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Tragia ramosa","WP","CS","Low","Scavenger","2019-04-21","2019-04-21",0,NA,6
"Linum rigidum","GG","MO","High","Open","2019-05-06","2019-05-05",0,"PD",21
"Apiaceae sp","GG","CO","Low","Open","2019-06-02","2019-06-02",0.06,"PD",48
"Eryngium leavenworthii","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0,"PD",7
"Lesquerella sp","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0,"PD",7
"Erioneuron pilosum","DF","REF","Reference","Herbivore","2019-04-22","2019-04-21",0,NA,7
"Erioneuron pilosum","OS","MO","High","Open","2019-07-21","2019-07-21",0,NA,97
